age,job,marital,education,default,housing,loan,helper,contact,month,year,date,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
53,unknown,married,unknown,unknown,no,no,53unknownmarriedunknownunknownnonomon51,cellular,aug,2008,,mon,51,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
36,self-employed,married,basic.9y,unknown,no,no,36self-employedmarriedbasic.9yunknownnonothu406,cellular,aug,2008,,thu,406,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
45,blue-collar,single,basic.9y,no,no,no,45blue-collarsinglebasic.9ynononomon185,telephone,jun,2008,,mon,185,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
31,technician,single,university.degree,no,no,no,31techniciansingleuniversity.degreenononothu154,telephone,oct,2008,,thu,154,1,999,0,nonexistent,-0.1,93.798,-40.4,4.794,5195.8,yes
54,admin.,married,unknown,unknown,no,no,54admin.marriedunknownunknownnonofri34,telephone,jun,2008,,fri,34,16,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
51,blue-collar,married,basic.4y,unknown,yes,no,51blue-collarmarriedbasic.4yunknownyesnotue334,telephone,jun,2008,,tue,334,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
44,entrepreneur,married,basic.4y,no,yes,no,44entrepreneurmarriedbasic.4ynoyesnotue955,cellular,may,2009,,tue,955,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,yes
24,blue-collar,single,basic.9y,no,yes,no,24blue-collarsinglebasic.9ynoyesnofri545,cellular,jul,2008,,fri,545,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
40,admin.,married,university.degree,no,yes,no,40admin.marrieduniversity.degreenoyesnotue124,cellular,aug,2008,,tue,124,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
39,services,married,basic.4y,no,no,no,39servicesmarriedbasic.4ynononothu126,telephone,may,2008,,thu,126,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
44,blue-collar,married,basic.4y,unknown,no,no,44blue-collarmarriedbasic.4yunknownnonotue659,cellular,may,2009,,tue,659,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
44,management,divorced,university.degree,no,yes,no,44managementdivorceduniversity.degreenoyesnofri230,cellular,apr,2009,,fri,230,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no
52,entrepreneur,married,basic.9y,unknown,yes,no,52entrepreneurmarriedbasic.9yunknownyesnomon699,telephone,jun,2008,,mon,699,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
51,blue-collar,married,high.school,no,yes,no,51blue-collarmarriedhigh.schoolnoyesnowed809,cellular,may,2009,,wed,809,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,yes
38,management,married,university.degree,no,yes,no,38managementmarrieduniversity.degreenoyesnofri1276,cellular,may,2009,,fri,1276,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,yes
34,technician,married,professional.course,no,no,no,34technicianmarriedprofessional.coursenononofri83,cellular,may,2009,,fri,83,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
23,blue-collar,single,high.school,no,no,no,23blue-collarsinglehigh.schoolnononowed251,cellular,jul,2008,,wed,251,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
30,admin.,single,university.degree,no,no,no,30admin.singleuniversity.degreenononowed25,telephone,may,2008,,wed,25,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
26,blue-collar,married,basic.6y,no,no,no,26blue-collarmarriedbasic.6ynononowed389,telephone,may,2008,,wed,389,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
24,unknown,single,university.degree,no,yes,yes,24unknownsingleuniversity.degreenoyesyestue696,cellular,jun,2009,,tue,696,1,999,2,failure,-2.9,92.963,-40.8,1.262,5076.2,no
34,admin.,married,basic.6y,no,yes,yes,34admin.marriedbasic.6ynoyesyeswed102,cellular,nov,2008,,wed,102,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
59,unknown,married,unknown,unknown,no,no,59unknownmarriedunknownunknownnonothu701,telephone,jun,2008,,thu,701,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,yes
32,management,divorced,university.degree,no,no,no,32managementdivorceduniversity.degreenononotue342,cellular,may,2009,,tue,342,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
27,self-employed,single,university.degree,no,yes,yes,27self-employedsingleuniversity.degreenoyesyeswed161,telephone,jun,2008,,wed,161,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
39,housemaid,married,basic.4y,unknown,yes,no,39housemaidmarriedbasic.4yunknownyesnothu223,cellular,aug,2008,,thu,223,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
29,blue-collar,married,professional.course,no,no,no,29blue-collarmarriedprofessional.coursenononowed34,telephone,may,2009,,wed,34,8,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
42,technician,single,university.degree,no,yes,yes,42techniciansingleuniversity.degreenoyesyeswed275,cellular,aug,2008,,wed,275,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
60,management,married,unknown,unknown,no,no,60managementmarriedunknownunknownnonomon230,cellular,jul,2008,,mon,230,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
30,technician,single,university.degree,no,no,yes,30techniciansingleuniversity.degreenonoyesfri81,cellular,aug,2008,,fri,81,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
38,management,married,university.degree,no,yes,no,38managementmarrieduniversity.degreenoyesnowed172,cellular,may,2009,,wed,172,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
49,blue-collar,married,basic.6y,no,no,no,49blue-collarmarriedbasic.6ynononothu139,cellular,aug,2008,,thu,139,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
30,admin.,single,university.degree,no,yes,no,30admin.singleuniversity.degreenoyesnomon232,cellular,may,2009,,mon,232,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
41,blue-collar,married,high.school,no,yes,no,41blue-collarmarriedhigh.schoolnoyesnofri239,cellular,may,2009,,fri,239,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
56,blue-collar,married,basic.9y,unknown,no,no,56blue-collarmarriedbasic.9yunknownnonofri143,telephone,jun,2008,,fri,143,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
58,blue-collar,single,basic.9y,no,yes,no,58blue-collarsinglebasic.9ynoyesnowed127,cellular,may,2009,,wed,127,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
52,blue-collar,divorced,basic.4y,no,yes,no,52blue-collardivorcedbasic.4ynoyesnothu291,cellular,apr,2009,,thu,291,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
32,admin.,married,professional.course,no,yes,no,32admin.marriedprofessional.coursenoyesnowed173,cellular,jul,2008,,wed,173,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
51,management,married,university.degree,no,yes,no,51managementmarrieduniversity.degreenoyesnomon131,cellular,may,2010,,mon,131,2,999,4,failure,-1.8,93.876,-40,0.697,5008.7,no
31,self-employed,married,university.degree,no,yes,no,31self-employedmarrieduniversity.degreenoyesnofri73,cellular,aug,2008,,fri,73,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
34,technician,married,professional.course,no,yes,no,34technicianmarriedprofessional.coursenoyesnofri36,cellular,aug,2008,,fri,36,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
60,retired,married,unknown,no,yes,no,60retiredmarriedunknownnoyesnomon600,cellular,aug,2008,,mon,600,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
36,admin.,married,university.degree,no,yes,no,36admin.marrieduniversity.degreenoyesnofri334,cellular,may,2009,,fri,334,3,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
30,services,divorced,basic.9y,no,no,no,30servicesdivorcedbasic.9ynononothu177,telephone,may,2008,,thu,177,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
51,admin.,single,university.degree,no,yes,yes,51admin.singleuniversity.degreenoyesyesfri263,cellular,jun,2009,,fri,263,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,no
26,blue-collar,married,basic.9y,no,yes,no,26blue-collarmarriedbasic.9ynoyesnomon159,cellular,jul,2008,,mon,159,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
39,admin.,married,university.degree,no,yes,no,39admin.marrieduniversity.degreenoyesnothu217,cellular,aug,2008,,thu,217,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
38,entrepreneur,married,university.degree,unknown,no,no,38entrepreneurmarrieduniversity.degreeunknownnonotue477,telephone,may,2008,,tue,477,11,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
41,blue-collar,married,basic.9y,no,no,no,41blue-collarmarriedbasic.9ynononotue216,telephone,may,2008,,tue,216,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
43,unknown,married,high.school,unknown,yes,yes,43unknownmarriedhigh.schoolunknownyesyesmon329,telephone,may,2008,,mon,329,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
60,entrepreneur,married,basic.4y,no,unknown,unknown,60entrepreneurmarriedbasic.4ynounknownunknownthu101,telephone,may,2008,,thu,101,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
28,blue-collar,married,basic.6y,unknown,no,no,28blue-collarmarriedbasic.6yunknownnonotue151,telephone,jun,2008,,tue,151,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
34,technician,married,professional.course,no,yes,no,34technicianmarriedprofessional.coursenoyesnowed144,cellular,jul,2008,,wed,144,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
64,unemployed,divorced,basic.9y,no,yes,no,64unemployeddivorcedbasic.9ynoyesnowed604,cellular,oct,2010,,wed,604,2,999,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,no
35,blue-collar,married,professional.course,no,yes,yes,35blue-collarmarriedprofessional.coursenoyesyeswed634,telephone,may,2008,,wed,634,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
40,blue-collar,married,basic.9y,no,yes,no,40blue-collarmarriedbasic.9ynoyesnotue107,cellular,jul,2008,,tue,107,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
46,blue-collar,single,basic.6y,unknown,no,yes,46blue-collarsinglebasic.6yunknownnoyesthu245,cellular,may,2009,,thu,245,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
33,admin.,married,university.degree,no,yes,no,33admin.marrieduniversity.degreenoyesnotue690,cellular,jun,2009,,tue,690,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes
74,retired,married,university.degree,no,no,no,74retiredmarrieduniversity.degreenononomon160,telephone,oct,2010,,mon,160,1,999,0,nonexistent,-1.1,94.601,-49.5,0.977,4963.6,no
40,management,married,high.school,no,yes,no,40managementmarriedhigh.schoolnoyesnowed286,cellular,aug,2008,,wed,286,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
46,services,married,high.school,no,no,no,46servicesmarriedhigh.schoolnononomon93,cellular,jul,2008,,mon,93,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
41,entrepreneur,divorced,professional.course,no,yes,no,41entrepreneurdivorcedprofessional.coursenoyesnothu72,cellular,jul,2008,,thu,72,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
30,technician,single,university.degree,unknown,yes,no,30techniciansingleuniversity.degreeunknownyesnothu103,cellular,aug,2008,,thu,103,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
44,admin.,married,university.degree,no,yes,no,44admin.marrieduniversity.degreenoyesnotue201,cellular,may,2009,,tue,201,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
47,blue-collar,married,high.school,no,unknown,unknown,47blue-collarmarriedhigh.schoolnounknownunknowntue153,cellular,aug,2008,,tue,153,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
50,blue-collar,married,basic.4y,unknown,yes,no,50blue-collarmarriedbasic.4yunknownyesnofri74,telephone,may,2008,,fri,74,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
29,technician,single,professional.course,no,yes,no,29techniciansingleprofessional.coursenoyesnomon245,cellular,may,2009,,mon,245,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
51,blue-collar,divorced,basic.4y,no,yes,no,51blue-collardivorcedbasic.4ynoyesnotue314,cellular,may,2009,,tue,314,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
52,blue-collar,married,basic.4y,no,no,no,52blue-collarmarriedbasic.4ynononofri136,telephone,may,2008,,fri,136,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
27,admin.,single,high.school,no,no,no,27admin.singlehigh.schoolnononothu198,telephone,apr,2009,,thu,198,3,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
44,self-employed,married,basic.9y,no,yes,no,44self-employedmarriedbasic.9ynoyesnotue249,telephone,jun,2008,,tue,249,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
34,unemployed,married,basic.9y,no,no,no,34unemployedmarriedbasic.9ynononomon123,cellular,may,2009,,mon,123,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
23,student,single,high.school,no,yes,no,23studentsinglehigh.schoolnoyesnomon226,cellular,oct,2010,,mon,226,2,999,1,failure,-1.1,94.601,-49.5,1.032,4963.6,yes
30,technician,single,professional.course,no,no,no,30techniciansingleprofessional.coursenononotue136,cellular,jul,2008,,tue,136,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
26,student,single,high.school,no,yes,no,26studentsinglehigh.schoolnoyesnomon113,cellular,may,2009,,mon,113,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
35,technician,married,university.degree,no,yes,no,35technicianmarrieduniversity.degreenoyesnomon262,cellular,may,2009,,mon,262,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
24,technician,single,university.degree,no,no,no,24techniciansingleuniversity.degreenononowed141,cellular,jul,2008,,wed,141,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
38,unemployed,married,basic.4y,unknown,no,no,38unemployedmarriedbasic.4yunknownnonotue1058,cellular,jul,2008,,tue,1058,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
36,admin.,married,high.school,no,no,no,36admin.marriedhigh.schoolnononothu263,telephone,may,2008,,thu,263,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
24,technician,single,university.degree,no,no,no,24techniciansingleuniversity.degreenononothu299,cellular,jul,2008,,thu,299,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
31,management,married,university.degree,no,yes,no,31managementmarrieduniversity.degreenoyesnowed181,cellular,aug,2008,,wed,181,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
41,admin.,married,university.degree,no,yes,no,41admin.marrieduniversity.degreenoyesnowed206,cellular,aug,2008,,wed,206,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
39,unemployed,married,university.degree,no,yes,no,39unemployedmarrieduniversity.degreenoyesnothu168,telephone,may,2008,,thu,168,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
36,technician,divorced,professional.course,unknown,no,no,36techniciandivorcedprofessional.courseunknownnonomon90,telephone,jun,2008,,mon,90,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
47,retired,married,basic.4y,unknown,unknown,unknown,47retiredmarriedbasic.4yunknownunknownunknownwed441,telephone,may,2008,,wed,441,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
33,technician,married,professional.course,no,no,no,33technicianmarriedprofessional.coursenononothu285,cellular,apr,2009,,thu,285,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,yes
34,blue-collar,married,professional.course,no,yes,no,34blue-collarmarriedprofessional.coursenoyesnotue135,cellular,nov,2008,,tue,135,3,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
42,technician,divorced,professional.course,unknown,no,yes,42techniciandivorcedprofessional.courseunknownnoyesfri286,telephone,may,2008,,fri,286,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
51,blue-collar,married,high.school,no,no,no,51blue-collarmarriedhigh.schoolnononofri11,cellular,nov,2008,,fri,11,4,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
34,blue-collar,single,basic.6y,no,yes,yes,34blue-collarsinglebasic.6ynoyesyeswed195,cellular,jul,2008,,wed,195,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
33,admin.,single,university.degree,no,yes,yes,33admin.singleuniversity.degreenoyesyestue275,cellular,aug,2008,,tue,275,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
37,management,married,university.degree,no,yes,no,37managementmarrieduniversity.degreenoyesnofri292,cellular,jul,2010,,fri,292,1,6,1,success,-1.7,94.215,-40.3,0.896,4991.6,yes
33,blue-collar,married,basic.9y,no,no,yes,33blue-collarmarriedbasic.9ynonoyesmon9,telephone,jul,2010,,mon,9,1,999,0,nonexistent,-1.7,94.215,-40.3,0.827,4991.6,no
36,housemaid,married,basic.4y,no,no,no,36housemaidmarriedbasic.4ynononomon73,cellular,aug,2008,,mon,73,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
43,services,married,high.school,no,no,no,43servicesmarriedhigh.schoolnononothu81,cellular,nov,2008,,thu,81,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
47,blue-collar,married,basic.6y,no,yes,yes,47blue-collarmarriedbasic.6ynoyesyesmon298,cellular,jul,2008,,mon,298,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,admin.,married,university.degree,no,yes,yes,32admin.marrieduniversity.degreenoyesyeswed224,cellular,aug,2008,,wed,224,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
42,admin.,single,university.degree,no,no,no,42admin.singleuniversity.degreenononomon1013,cellular,aug,2010,,mon,1013,3,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,no
36,admin.,married,university.degree,no,yes,no,36admin.marrieduniversity.degreenoyesnofri248,cellular,nov,2008,,fri,248,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
42,blue-collar,divorced,basic.9y,no,unknown,unknown,42blue-collardivorcedbasic.9ynounknownunknownmon100,telephone,may,2008,,mon,100,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
31,blue-collar,single,basic.9y,no,no,no,31blue-collarsinglebasic.9ynononothu285,telephone,apr,2009,,thu,285,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no
41,admin.,divorced,basic.6y,no,no,no,41admin.divorcedbasic.6ynononomon141,telephone,jul,2008,,mon,141,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
31,technician,married,basic.9y,no,no,yes,31technicianmarriedbasic.9ynonoyesthu1319,cellular,jul,2008,,thu,1319,5,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,yes
36,technician,single,professional.course,no,no,no,36techniciansingleprofessional.coursenononofri146,cellular,jun,2009,,fri,146,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes
46,services,married,basic.9y,no,no,yes,46servicesmarriedbasic.9ynonoyeswed227,cellular,may,2009,,wed,227,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
35,admin.,divorced,high.school,no,no,no,35admin.divorcedhigh.schoolnononomon49,cellular,nov,2008,,mon,49,3,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
30,technician,married,high.school,no,yes,no,30technicianmarriedhigh.schoolnoyesnothu212,telephone,may,2008,,thu,212,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
35,technician,single,university.degree,no,yes,no,35techniciansingleuniversity.degreenoyesnowed294,telephone,may,2008,,wed,294,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
47,management,married,basic.4y,unknown,no,no,47managementmarriedbasic.4yunknownnonofri190,telephone,may,2008,,fri,190,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
35,management,single,high.school,no,yes,yes,35managementsinglehigh.schoolnoyesyesfri130,cellular,may,2009,,fri,130,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
77,management,married,unknown,no,yes,no,77managementmarriedunknownnoyesnofri160,cellular,aug,2010,,fri,160,1,3,6,success,-1.7,94.027,-38.3,0.905,4991.6,yes
39,technician,married,professional.course,no,unknown,unknown,39technicianmarriedprofessional.coursenounknownunknownwed575,telephone,may,2008,,wed,575,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
37,admin.,single,high.school,no,yes,no,37admin.singlehigh.schoolnoyesnotue49,telephone,jul,2008,,tue,49,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
31,admin.,single,university.degree,no,no,no,31admin.singleuniversity.degreenononomon237,telephone,may,2008,,mon,237,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
49,technician,divorced,high.school,no,yes,no,49techniciandivorcedhigh.schoolnoyesnothu388,cellular,jul,2008,,thu,388,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
57,self-employed,married,university.degree,unknown,no,no,57self-employedmarrieduniversity.degreeunknownnonomon83,cellular,jul,2008,,mon,83,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
